Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,C&M-GMS LES Anti-coagulation,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,16949274,"26,496.28",879108291,FSEN0417021
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,17018294,"-27,431.28",879108291,HT000029285
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,17018295,"57,691.48",879108291,HT000029286
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,17018295,"2,377.20",879108291,HT000029286
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16891973,"46,519.00",,86638
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,16867860,"117,540.95",,71474
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,16867866,"101,120.84",,71475
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,16937895,"57,650.00",,15757
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,16937900,"63,544.61",,15774
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,16810622,"168,338.14",239731641,BUP1703EN
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,16892103,"1,736.66",239731641,STC051342TOSTC051428
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,16892103,"26,294.48",239731641,STC051342TOSTC051428
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16841376,"-84,136.03",,60026407
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17050287,"951,933.82",,70019602
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,CHC Risk Pool Contribution,CHC CHILD PERS HLTH BUD,CENTRAL BEDFORDSHIRE COUNCIL,16754699,"117,965.69",,7010266861
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,CENTRAL BEDFORDSHIRE COUNCIL,16754706,"214,024.82",,7010266862
Department of Health,NHS East & North Hertfordshire CCG,31/03/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16735413,"19,090,939.00",,4139048
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16778422,"107,400.00",,4137205
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16841356,"650,000.00",,4140183
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,16841367,"-325,000.00",,4140202
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,16754838,"61,703.47",,8102786
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,16856809,"286,905.68",,8102970
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,16856958,"1,522,972.40",,8102995
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,Winter Resilience,EPHEDRA HEALTHCARE LTD,17050283,"30,540.00",,EPHEDRAWP72017
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Independent Sector,Winter Resilience,GENERATING HEALTHCARE LTD,16792125,"57,715.75",,GH01MAR
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,16867794,"65,178.57",,X0172348
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,16867719,"116,825.00",654923417,3212536
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,16754728,"278,781.41",,28016804
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,16754754,"129,250.00",,28016852
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,16853601,"3,307,103.13",,28016815
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,16853607,"35,406.88",,28016808
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Hcare Srv Rec NHS Trust-Prior Year,REABLEMENT,HERTFORDSHIRE COMMUNITY NHS TRUST,16920474,"43,027.00",,28017068
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HERTFORDSHIRE COUNTY COUNCIL,16754762,"500,000.00",,1802058531
Department of Health,NHS East & North Hertfordshire CCG,30/04/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,16778497,"6,871,650.00",,1802058104
