Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,Computer Software/License,ADHOC BUSINESS,ACCENTURE (UK) LTD,22430747,"31,842.00",GB788629066,3003394248
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,22364358,"80,458.07",,HT000035696
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,22364358,"2,310.15",,HT000035696
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,22364358,"1,515.55",,HT000035696
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,22364358,"8,946.15",,HT000035696
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,Clinical&Medical-Independent Sector,REABLEMENT,ARDENS HEALTH INFORMATICS LTD,21995450,"37,801.42",193674175,41
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,22391831,"10,663.94",879108291,HT000035692
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS Dispensing Quality Sch,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,22391831,"8,036.70",879108291,HT000035692
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,22391831,"57,294.06",879108291,HT000035692
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,22391831,"1,150.80",879108291,HT000035692
Department of Health,NHS East & North Hertfordshire CCG,31/05/2018,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,22391831,"1,547.95",879108291,HT000035692
