Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Legal / Prof Fees,CEO/ BOARD OFFICE,ADDLESHAW GODDARD LLP,405735,"92,513.78",,324806
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Legal / Prof Fees,CEO/ BOARD OFFICE,ADDLESHAW GODDARD LLP,405831,"76,300.02",,326689
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,505880,"-29,344.35",,HT000001579
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,505881,"63,508.50",,HT000001580
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,URGENT CARE,ASSURA LEA VALLEY LLP,480178,"60,115.50",,812Z330
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARNET & CHASE FARM HOSPITALS NHS TRUST,405809,"2,057,913.00",,I0058469
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,405749,"25,942.00",,I0127313
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,514310,"47,305.48",,12883
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,514315,"57,733.18",,12908
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,447391,"522,706.67",,14553
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,505887,"-38,529.91",,HT000001586
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,505888,"67,163.83",,HT000001587
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,405814,"895,928.29",,70010142
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CLINICENTA (HERTFORDSHIRE) LTD,447217,"49,120.56",,200528
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CLINICENTA (HERTFORDSHIRE) LTD,447230,"1,491,013.17",,OP35
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,COUNSELLING SERVICES,COUNSELLING FOUNDATION (THE),528223,"28,200.00",,ENH31051347
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Clinical&Medical-Independent Sector,COUNSELLING SERVICES,COUNSELLING FOUNDATION (THE),528228,"25,120.00",,ENH30041301
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,405766,"13,390,068.00",,4093625
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,405772,"79,797.00",,4093634
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,405828,"1,298,125.00",,818738
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,494176,"33,917.00",,724967
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,405760,"69,751.35",,X0101913
Department of Health,NHS East & North Hertfordshire CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,413343,"130,309.00",,3112797
