Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Computer Hardware Purch,PRIMARY CARE IT,3C TECHNOLOGY LTD,13335902,"28,556.16",,212972
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,13554096,"55,901.30",879108291,HT000024673
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,13554096,"2,646.00",879108291,HT000024673
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,13359112,"126,386.89",,8426625
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,13391615,"52,310.00",,8429473
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,13413756,"217,168.01",,260234
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13347335,"65,882.00",,80365
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,13347463,"27,706.00",,I0149570
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,13347669,"95,454.52",,58968
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,13614934,"102,775.85",,58967
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,13306595,"161,339.44",239731641,BUP201604EN
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13565970,"938,793.68",,70017350
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13391920,"26,916.66",654915415,S0000001
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,CHURCH STREET SURGERY BISHOPS STORT,13394070,"42,610.00",,FSEN0716046
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,13228692,"17,666,163.67",,4129766
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,13347216,"-35,462.00",,4127238
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,13347877,"35,442.00",,4130284
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,13618268,"53,857.03",,4130658
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,13334095,"34,200.00",,838272
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,13448008,"1,373,290.05",,838745
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Computer Hardware Purch,ADHOC BUSINESS,GDMS SERVICES LONDON LTD,13314673,"33,360.00",,414
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Computer Hardware Purch,ADHOC BUSINESS,GDMS SERVICES LONDON LTD,13336292,"33,360.00",,415
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,13391576,"76,013.32",,X0156913
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,13391524,"116,825.00",654923417,3194066
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,HALL GROVE SURGERY,13394150,"34,958.25",,FSEN0716081
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,13448285,"52,681.00",215028936,CHESHUNTMIU0716
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,13347681,"3,251,233.98",,28014928
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,13488456,"30,472.67",,28015024
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,13488456,"16,410.00",,28015024
Department of Health,NHS East & North Hertfordshire CCG,30/06/2016,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,13156818,"6,480,000.00",,1801912572
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,13347355,"23,464.00",,1801912585
Department of Health,NHS East & North Hertfordshire CCG,31/07/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,13347355,"4,167.00",,1801912585
