Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25486497,"-66,463.68",,HT000039446
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25486497,"-6,220.37",,HT000039446
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25504055,"108,250.11",,HT000039447
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS PCO Other,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25504055,"3,448.00",,HT000039447
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25504055,810.28,,HT000039447
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,12 POINT CARE LTD,25504055,"3,312.79",,HT000039447
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-APMS LES Extended Hours,GP FORWARD VIEW,12 POINT CARE LTD,25565496,"37,966.94",,12PCEASAPM04
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,25726420,788.34,,HT000039465
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,25726420,"83,361.02",,HT000039465
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,25726420,"2,310.15",,HT000039465
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,25726420,"8,381.00",,HT000039465
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,AMWELL STREET SURGERY,25726420,"8,946.15",,HT000039465
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"3,777.20",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"1,532.77",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"57,198.22",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"1,150.80",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"7,747.50",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"1,243.50",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25726416,"4,794.78",879108291,HT000039461
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,25750177,"-31,883.20",879108291,HT000039773
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS PrscChrgsCll&RmttdbyGPCntra,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25750177,"-2,552.00",879108291,HT000039773
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,25750180,"54,842.36",879108291,HT000039774
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS Prof Fees Dispensing,PRC DELEGATED CO-COMMISSIONING,ASHWELL SURGERY,25750180,"12,971.63",879108291,HT000039774
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,25750180,"2,552.00",879108291,HT000039774
Department of Health,NHS East & North Hertfordshire CCG,31/01/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BANCROFT MEDICAL CENTRE,25726499,"4,959.48",,HT000039556
