Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,C&M-GMS LES Anti-coagulation,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,18376081,"25,018.75",879108291,FSEN0817001
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,18575280,"-29,200.70",879108291,HT000031448
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,18575281,"55,237.76",879108291,HT000031449
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,18575281,"2,597.20",879108291,HT000031449
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,18289615,"78,541.00",,8441216
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,18321980,"-31,323.47",,302550
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,18476771,"193,372.79",,304610
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18289589,"45,853.00",,89051
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18321880,"107,041.57",,75968
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18321883,"91,874.89",,76004
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18605372,"65,818.55",,74189
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18605412,"69,926.83",,76264
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18461244,"1,628.74",239731641,STC052451TOSTC052537
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18461244,"60,077.31",239731641,STC052451TOSTC052537
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18545186,"27,647.84",239731641,WDV043021TOWDV043060
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18289392,"93,214.56",,70020412
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18289403,"399,434.37",,70020423
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18571408,"-37,900.66",,60026957
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18571616,"951,933.82",,70019606
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18268750,"60,252.00",,4143631
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18289611,"330,000.00",,4143699
Department of Health,NHS East & North Hertfordshire CCG,31/07/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18105786,"19,090,939.00",,4142724
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,18289573,"1,522,972.40",,8104679
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,18344002,"40,065.00",,8104580
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Training Expenses,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,18571608,"35,729.44",,8105105
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,ESSEX PARTNERSHIP UNIVERSITY NHS FT,18425536,"38,322.33",GB654974100,I0056616
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,FOREST CARE VILLAGE,18605695,"40,957.14",,FCV230817AT
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Cont Care- Prior Year Payments,REABLEMENT,FOREST CARE VILLAGE,18605695,"74,528.56",,FCV230817AT
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Computer Software/License,ADHOC BUSINESS,FOURSYS LTD,18258909,"106,788.00",636909703,113565
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,18289537,"60,383.08",,X0177734
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,18289466,"130,770.00",654923417,3220077
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,18404695,"53,737.00",215028936,CHESHUNTMIU0817
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,18268740,"3,307,103.16",,28017552
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,18268740,"12,790.50",,28017552
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,18425443,"126,146.12",,28017546
Department of Health,NHS East & North Hertfordshire CCG,31/07/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,18105993,"196,613.00",,1802122803
