Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810003463,"34,798.20",A&E BLOCK TO REVERSE CREDIT 9112,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810003628,"35,365.00",CHARGE RE 2.5% CQUINS DUE AGAINST A&E ACTIVITY OVERTRADE FEB & MARCH 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810004026,"118,422.33",pts contract april 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9112,"-34,798.20",A&E BLOCK CONTRACT CREDIT IN RESPECT OF A&E CQUINS Q1 2013/14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,924502,"-134,854.89",QUARTER 3 2013/14 ACTUAL ACTIVITY RECONICILATION ,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,201043,"31,096.35",STROKE BEDS JUNE 14,
Department of Health,03F,31/05/2014,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,33799853,"201,456.78",CHC RECHARGE P11-13,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410002530,"49,441.02",AQP PAIN MANAGMENT JAN 14,
Department of Health,03F,31/05/2014,Computer Network Costs,PRIMARY CARE IT,NHS NORTH YORKSHIRE AND HUMBER CSU,7310101227,"140,100.00",OTHER OPERATINE INCOME,
Department of Health,03F,31/05/2014,Charges from CSU,PROGRAMME PROJECTS,NHS NORTH YORKSHIRE AND HUMBER CSU,7310101454,"53,921.00",SLA MAY 14,
Department of Health,03F,31/05/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH YORKSHIRE AND HUMBER CSU,7310101464,"32,129.00",SLA MAY 14,
Department of Health,03F,31/05/2014,Charges from CSU,CORPORATE,NHS NORTH YORKSHIRE AND HUMBER CSU,7310101472,"252,446.00",SLA MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,HUMBER NHS FOUNDATION TRUST,1010002488,"463,250.32",CHARGE FOR THERAPY SERVICES BLOCK CONTRACT MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010002490,"2,438,191.20",BLOCK MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010002491,"30,470.83",BLOCK MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1210009294,"1,409,000.00",MATERNITY EPIDSODES 13/14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-CQUIN,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810003530,"96,268.66",A&E BLOCK Q4 ,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810004312,"789,996.72",A&E BLOCK MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810004384,"118,422.33",PTS INCOME MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810004485,"53,990.00",111 INCOME IN RESPECT OF 111 CONTRACT APRIL 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810004523,"53,990.00",111 INCOME MAY 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,433257,"79,149.00",1/12th of agreed contract,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,433308,"79,149.00",1/12th of agreed contract,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Prior Year,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,9245,"-48,939.00",BLOCK MARCH 14,
Department of Health,03F,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1210009120,"14,094,283.00",14/15 BLOCK MAY 14,
Department of Health,03F,31/05/2014,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-START (HULL),120142015,"27,500.00",SUPPLY OF SERVICES ,
Department of Health,03F,31/05/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03F010414PFHUL,"425,612.00",NCA APRIL 14,
