Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000039950,"£90,815.83",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000039952,"£42,058.64",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000039953,"£46,375.13",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000039954,"£267,370.55",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000039955,"-£37,570.17",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000039956,"£143,433.31",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000039957,"£39,362.99",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000040105,"£82,843.78",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000040106,"-£33,544.65",CONTRACT PAYMENT MONTH 4
Department of Health,03F,31/07/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000040107,"£105,181.14",CONTRACT PAYMENT MONTH 4
