Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000040635,"£89,377.60",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000040637,"£41,462.80",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000040639,"£42,953.35",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000040640,"-£42,053.04",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000040641,"£292,498.70",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000040642,"-£69,065.40",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000040643,"£192,295.18",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000040645,"£36,423.13",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000040812,"£100,557.62",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000040813,"-£34,729.63",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000040814,"£105,349.78",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000040816,"£93,511.84",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000040818,"£41,119.36",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000040822,"£29,329.51",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000040823,"-£25,053.11",CONTRACT PAYMENT MONTH 6
Department of Health,03F,30/09/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000040824,"£102,401.10",CONTRACT PAYMENT MONTH 6
