Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000030832,"£314,327.64",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000030834,"£88,023.36",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000030836,"£48,305.65",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000030838,"£117,343.78",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000030839,"£433,079.12",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000030840,"-£87,926.37",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000030841,"£353,427.86",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000030843,"£116,240.28",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000030844,"-£54,195.20",CONTRACT PAYMENT MONTH 5
Department of Health,03F,31/08/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000030845,"£143,066.93",CONTRACT PAYMENT MONTH 5
