Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/05/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000283717,"£115,000.00",YOUTH COMMISSIONING SERVICES 19/20
Department of Health,03F,31/05/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000283904,"£110,137.77",CARE IN THE COMMUNITY MARCH 20
Department of Health,03F,31/05/2020,LPF Management Fees,PRIMARY CARE IT,N3I,6,"£77,520.00",C17 APRIL 20
Department of Health,03F,31/05/2020,Programme Support Costs,NON RECURRENT PROGRAMMES,BRITISH RED CROSS SOCIETY,650116297,"£40,500.00",RAPID RESPONSE 1.2.20 TO 31.7.20
Department of Health,03F,31/05/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000039104,"£69,756.57",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000039106,"£112,441.51",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000039108,"£282,172.80",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000039110,"£28,519.83",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000039111,"-£34,587.75",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000039112,"£95,358.93",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000039281,"£43,967.51",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000039284,"£125,978.40",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000039292,"£65,511.45",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000039294,"£45,194.28",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000039296,"£32,892.20",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000039299,"£85,305.58",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000039302,"£52,262.04",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000039303,"£35,442.39",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000039304,"£60,688.77",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000039306,"£42,527.28",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000039307,"£51,261.69",CONTRACT PAYMENT MONTH 2
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,"df['Amount'] = df['Amount'].str.replace(',', '', regex = True)",LEEDS TEACHING HOSPITALS NHS TRUST,1410156241,"£28,252.54",19/20 Q4
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490019246,"-£28,252.54",19/20 Q4 ESTIMATE
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490020432,"-£28,252.54",19/20 Q4
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026715,"£36,077.00",MONTH 12 19/20
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026912,"£68,310.00",CREDIT INV INCORRECTLY RAISED
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026970,"£34,301.30",MONTH 12 19/20
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2500003298,"-£52,000.00",CREDIT INV INCORRECTLY RAISED
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2500003326,"-£36,077.00",MONTH 12 19/20
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,LONDON NORTH WEST HEALTHCARE NHS TRUST,A0062860,"£45,273.00",MONTH 12 19/20
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,BPJun2020A,"£17,425,451.18",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,BPJun2020B,"£3,487,534.66",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,BPJun2020C,"£78,929.86",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,BPJun2020D,"£63,966.31",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,BPJun2020E,"£57,569.68",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,BPJun2020F,"£1,304,444.79",JUNE 20 BLOCK
Department of Health,03F,31/05/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60139211,"£357,045.38",FEB 19/20 VOID SPACE
Department of Health,03F,31/05/2020,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60143589,"£357,045.38",MAR 19/20 VOID SPACE
Department of Health,03F,31/05/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000284606,"£110,137.77",CARE IN THE COMMUNITY APR 20
Department of Health,03F,31/05/2020,Recharge : Received,PRC DELEGATED CO-COMMISSIONING,COMMUNITY HEALTH PARTNERSHIPS LTD,105594-28-MAY-2020,"£362,302.76",GP DIRECT PAYMENTS - APR-20 - MAY-20
Department of Health,03F,31/05/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800112367,"£233,219.82",ACTIVITY CHARGE APR 20
Department of Health,03F,31/05/2020,Clinical&Medical-Voluntary Sector,PRC DELEGATED CO-COMMISSIONING,CITIZENS ADVICE BUREAU,351,"£40,667.00",ADVICE SERVICE MARCH 20
Department of Health,03F,31/05/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,CITIZENS ADVICE BUREAU,362,"£40,667.00",SUPPORT SESSIONS MAR 20
