Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,29/02/2016,External Consultancy Fees,NON RECURRENT PROGRAMMES,HUMBER NHS FOUNDATION TRUST,1010007064,"£59,268.20",RECHARGE KPMG INV 5501130594,
Department of Health,03F,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010007066,"£2,949,293.59",FEBRUARY 2015/16 BLOCK CONTRACT MENTAL HEALTH & THERAPY SERVICES,
Department of Health,03F,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1210021664,"£14,216,667.00",FEBRUARY 2016 BLOCK INVOICE,
Department of Health,03F,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810012751,"£801,432.00",A&E CORE CONTRACT EXCLUDING CQUINS FEBRUARY 2016,
Department of Health,03F,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810012771,"£30,484.00","HART FUNDING FEBRUARY 2016, A&E CONTRACT FEBRUARY 2016",
Department of Health,03F,29/02/2016,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810012822,"£55,103.00",NHS111 CONTRACT FEBRUARY 2016,
Department of Health,03F,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810012851,"£118,422.33",PTS CONTRACT FEBRUARY 2016,
Department of Health,03F,29/02/2016,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS YORKSHIRE AND HUMBER CS,7312405726,"£275,642.00","BASELINE 15/16 MONTH 11, 14/15 SLA LESS 5% ON ADMIN",
Department of Health,03F,29/02/2016,Charges from CSU,PROGRAMME PROJECTS,NHS YORKSHIRE AND HUMBER CS,7312405741,"£52,233.00",GP IT MONTH 11,
Department of Health,03F,29/02/2016,Charges from CSU,FINANCE,NHS YORKSHIRE AND HUMBER CS,7312405798,"-£59,274.00",CREDIT RE FEN BASELINE SLA,
Department of Health,03F,29/02/2016,Charges from CSU,NON RECURRENT PROGRAMMES,NHS YORKSHIRE AND HUMBER CS,7312405896,"£120,925.00",CONTRIBUTION TO CSU STRANDED COSTS,
Department of Health,03F,29/02/2016,NHS Recbles <1 Yr - CHC Risk Pool Con,BALANCE SHEET,PRIVATE INDIVIDUAL,102639-27-JAN-2016,"£36,809.74",REIMBURSEMENT OF CARE FEES,
Department of Health,03F,29/02/2016,NHS Recbles <1 Yr - CHC Risk Pool Con,BALANCE SHEET,PRIVATE INDIVIDUAL,102641-28-JAN-2016,"£33,098.67",REIMBURSEMENT OF CARE FEES,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,MORRILL STREET GROUP PRACTICE,RC00316,"£30,000.00",2015/16 PRIMARY CARE TRANSITION FUNDING ,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,946995,"£29,501.41","NON PTS SERVICE, PATHOLOGY FEE 01/01/2016",
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HUMBER ALL NATIONS ALLIANCE,1011603,"£39,314.94",MENTAL HEALTH CDW PROJECT JAN16 - MAR16,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF201511,"£523,796.00",1/12 ESTIMATED ANNUAL CONTRACT VALUE FEBRUARY 2016,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201507,"£176,988.32",SAC ACTIVITIES - OCTOBER 15/16,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC201508,"£280,003.06",NOVEMBER 15/16 SPIRE HULL SAC ACTIVITIES,
Department of Health,03F,29/02/2016,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HULL CITY COUNCIL,1000208250,"£38,240.00",THERAPY RECHARGE 2014/15,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000220390,"£95,600.02",RECHARGE 28 DAY FUNDING,
Department of Health,03F,29/02/2016,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000223659,"£37,936.02",FNC RECHARGES 04/01/2016 - 31/01/2016,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000224276,"£110,137.77",CARE IN THE COMMUNITY RECHARGE FEBRUARY 2016,
Department of Health,03F,29/02/2016,Cont Care- Adult Joint Funded,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000224313,"£391,750.47",CONTINUING HEALTH RECHARGES FEBRUARY 2016,
Department of Health,03F,29/02/2016,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HULL CITY COUNCIL,1000224336,"£34,730.00",THERAPY RECHARGE 2014/15,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000224444,"£74,067.84",RECHARGE 28 DAY FUNDING,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,120555,"£40,331.52",NOVEMBER 2015 ACTIVITY,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,EAST RIDING FERTILITY SERVICES LTD,120783,"£35,006.60",NHS ACTIVITY DECEMBER 2015,
Department of Health,03F,29/02/2016,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1737,"£59,533.33",JANUARY 2016 CHC ,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092862,"£150,868.19",EQUIPMENT PURCHASES AND ACTIVITY AS PER THE ICON SPLIT INVOICING REPORT,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800092869,"£48,230.75",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE ADULTS DECEMBER 2015,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB LTD,1800092870,"£40,525.06",EQIPMENT COSTS FOR WHEELCHAIR SERVICE CHILDRENS JANUARY 2016,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,2.02973E+12,"£25,817.45",STROKE BEDS FEBRUARY 2016,
Department of Health,03F,29/02/2016,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,36768630,"£78,508.46",CONTINUING HEALTH RECHARGE 19/10/2015 - 13/12/2015,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012887,"£102,201.91",RECHARGES FOR TELEPHONE LINES,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012913,"£1,964,206.24",FEBRUARY 2016 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT ,
Department of Health,03F,29/02/2016,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410012917,"£71,355.61",2015 CONTRACTUAL INCOME NON RECURRENT STANDARD CONTRACT CQUINN ACHIEVED QTR 2 2015/16,
