Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000034996,"£97,809.14",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000034998,"£56,519.44",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000035000,"£83,530.84",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000035002,"£431,698.45",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000035003,"-£110,275.19",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000035004,"£336,465.26",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000035008,"£131,697.40",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000035175,"£80,191.14",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000035177,"£188,709.19",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000035179,"£130,217.10",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000035183,"£57,223.88",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR GOPAL K V,KHU000035185,"£36,594.46",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000035187,"£47,649.44",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000035189,"£170,304.98",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000035190,"-£259,591.68",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000035191,"£951,843.87",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000035193,"£97,534.03",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000035196,"£34,459.29",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000035201,"£119,419.73",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000035006,"£104,419.00",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000035010,"£93,295.26",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000035012,"£201,498.61",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000035013,"-£25,130.16",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000035014,"£395,772.59",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000035016,"£44,806.13",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000035018,"£170,832.43",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000035181,"£63,313.11",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000035195,"£54,954.28",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000035199,"£278,978.21",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000035210,"£46,865.23",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000035213,"£59,744.78",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000035215,"£45,611.80",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000035218,"£149,831.13",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000035221,"£75,197.55",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000035223,"£45,368.35",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000035226,"£93,991.30",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000035228,"£59,598.51",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000035230,"£52,847.86",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000035233,"£53,950.54",CONTRACT PAYMENT MONTH 03
Department of Health,03F,30/06/2019,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310015566,"£63,219.67",SLA APRIL & MAY 2019 LOT 2A
Department of Health,03F,30/06/2019,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310015717,"£31,609.83",Y&H MO LOT 2A JUNE 19
Department of Health,03F,30/06/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010071282,"£35,623.36",P1 1920
Department of Health,03F,30/06/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410129964,"£64,984.00",JUNE 19 BLOCK CONTRACT
Department of Health,03F,30/06/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810026860,"£980,213.00",JUNE 19 BLOCK CONTRACT
Department of Health,03F,30/06/2019,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810026903,"£82,364.76",NHS111 CONTRACT JUNE 2019
