Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/12/2018,PENSION <1 YR-PENSION-ERS,BALANCE SHEET,NHS ENGLAND,104706-18-OCT-2018,"£158,380.56","GPSOLO PRIOR YEARS14/15,15/16,16/17,17/18"
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000032460,"£174,529.11",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000032462,"£91,769.03",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000032464,"£46,561.27",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000032466,"£56,033.98",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000032468,"£281,213.93",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000032470,"£220,600.45",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000032472,"£49,725.58",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000032474,"£111,868.63",CONTRACT PAYMENT MONTH 9
Department of Health,03F,31/12/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000032646,"£68,645.37",LOCAL ENHANCED SERVICES
