Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/01/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000037659,"£93,910.99",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000037661,"£56,596.37",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000037663,"£59,694.03",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000037664,"-£38,827.73",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000037665,"£292,788.79",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000037666,"-£64,017.32",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000037667,"£257,811.29",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000037669,"£54,806.85",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000037671,"£92,962.60",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000037828,"£80,354.34",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000037829,"-£32,987.90",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000037830,"£106,319.15",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000037832,"£95,601.58",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000037834,"£44,166.64",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000037837,"£28,345.78",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000037838,"-£28,456.28",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000037839,"£98,948.15",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000037840,"-£122,264.15",CONTRACT PAYMENT MONTH 10
Department of Health,03F,31/01/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000037841,"£795,708.19",CONTRACT PAYMENT MONTH 10
