Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/06/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,96365,"-£28,984.46",NCA MARCH FLEX 2018
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000029946,"£158,155.46",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000029948,"£116,276.67",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000029950,"£61,288.26",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000029952,"£56,131.33",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000029953,"-£34,712.06",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000029954,"£333,707.23",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000029956,"£189,135.20",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000029958,"£33,723.58",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000029960,"£114,090.48",CONTRACT PAYMENTS MONTH 3
Department of Health,03F,30/06/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000030123,"£88,055.46",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000030125,"£163,095.94",LOCAL ENHANCED SERVICES
Department of Health,03F,30/06/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000030127,"£120,863.21",LOCAL ENHANCED SERVICES
