Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/05/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HUMBER NHS FOUNDATION TRUST,1010010624,"£65,867.00",STEPDOWN BED RECHARGE OCT - FEB,
Department of Health,03F,31/05/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010010882,"£34,138.90",ROOM BOOKINGS RECHARGE APRIL - JAN 16/17 VARIOUS ACCOMMODATION,
Department of Health,03F,31/05/2017,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,867,"-£76,617.56",CREDIT TO CANCEL INVOICE 1010009869 FOR HIGHLANDS HC,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CALVERT PRACTICE,KHU000023929,"£33,965.50",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A KUMAR-CHOUDHARY,KHU000023931,"£34,342.13",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000023933,"£149,079.34",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M SHAIKH & PARTNER,KHU000023935,"£55,971.52",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000023937,"£104,279.38",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000023939,"£30,907.64",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000023942,"£102,892.62",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000023944,"£219,631.27",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,QUAYS MEDICAL CENTRE,KHU000023946,"£58,084.40",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,RIVERSIDE MEDICAL CENTRE KINGSTON HULL,KHU000023947,"£46,917.66",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,STORY STREET PRACTICE & WALK IN CENTRE,KHU000023948,"£104,671.54",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000023950,"£85,040.70",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS GROUP PRACTICE HESSLE ROAD,KHU000023955,"£120,423.74",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000024098,"£60,586.01",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000024104,"£140,836.52",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000024106,"£121,070.87",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/05/2017,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000024108,"£96,247.94",LOCAL ENHANCED SERVICES,
