Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000031671,"£155,756.65",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000031673,"£87,866.73",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000031675,"£45,594.12",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000031677,"£58,075.42",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000031678,"£289,488.72",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000031680,"£220,643.99",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000031682,"£51,503.08",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000031684,"£80,805.77",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000031816,"£60,690.82",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000031820,"£107,876.43",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000031822,"£89,574.34",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000031826,"£35,417.97",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000031828,"£28,384.24",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000031830,"£99,501.68",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000031833,"£69,976.80",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000031834,"£27,427.14",CONTRACT PAYMENT MONTH 7
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000031838,"£98,392.60",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000031842,"£96,594.61",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000031844,"£101,649.72",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000031848,"£136,317.16",LOCAL ENHANCED SERVICES
Department of Health,03F,31/10/2018,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CITY HEALTH CARE PARTNERSHIP CIC,7410030574,"£35,420.17",JEAN BISHOP CENTRE RENT MAY 2018
Department of Health,03F,31/10/2018,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CITY HEALTH CARE PARTNERSHIP CIC,7410030576,"£35,420.17",JEAN BISHOP CENTRE RENT JUNE 2018
Department of Health,03F,31/10/2018,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CITY HEALTH CARE PARTNERSHIP CIC,7410030580,"£35,420.17",JEAN BISHOP CENTRE RENT JULY 2018
Department of Health,03F,31/10/2018,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CITY HEALTH CARE PARTNERSHIP CIC,7410030585,"£39,607.09",JEAN BISHOP CENTRE SERVICE CHARGE AUG 18
Department of Health,03F,31/10/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410030599,"£28,258.66",CALVERT CENTRE RENT AUG 18
Department of Health,03F,31/10/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310013051,"£40,210.08",Y&H LOT 2A & 2B OCT 18
Department of Health,03F,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410104387,"£56,072.00",AP07 BLOCK CONTRACT INVOICE
