Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/03/2016,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010006348,"£26,503.50",PROVISION OF 3X PMHW FOR QTR1 15/16,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410025122,"£54,597.69",AP06 INVOICE CONTRACT AGREEMENT ,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410026893,"£54,597.69",AP07 INVOICE CONTRACT AGREEMENT,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410029316,"£54,597.69",AP08 INVOICE CONTRACT AGREEMENT,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410031026,"£54,597.69",AP09 INVOICE CONTRACT AGREEMENT,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410033633,"£54,597.69",AP10 INVOICE CONTRACT AGREEMENT,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410035597,"£54,597.69",AP11 INVOICE CONTRACT AGREEMENT,
Department of Health,03F,31/03/2016,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490001300,"-£324,766.62",Q4 14/15 ACTUAL ACTIVITY RECONCILIATION ,
Department of Health,03F,31/03/2016,Hlthcre-Foundation Trsts,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,627,"-£26,503.50",FULL CREDIT RE INVOICE NUMBER 1010006348,
Department of Health,03F,31/03/2016,Health Promotion,NON RECURRENT PROGRAMMES,ST MARYS COLLEGE,1051115,"£127,500.00","HULL MEDICAL, HEALTH & SOCIAL CARE ACADEMY",
Department of Health,03F,31/03/2016,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310004780,"£42,735.00",MEDICINE OPTIMISATION SERVICE MARCH 16 & IFR SERVICE,
Department of Health,03F,31/03/2016,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000019139,"£105,534.78",Q3 PHARMACY RECHARGE 15/16,
Department of Health,03F,31/03/2016,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,HUMBER NHS FOUNDATION TRUST,1010005074,"£35,938.08",PROVISION OF SERVICES TO CLUSTER 1-4 PATIENTS MARCH 2015,
