Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/04/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000038739,"£82,831.78",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000038741,"£40,298.50",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000038743,"£42,547.56",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000038744,"£252,307.15",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000038746,"£135,224.32",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000038907,"£79,235.11",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000038909,"£79,849.31",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000038911,"£95,688.40",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000038913,"£42,070.63",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000038917,"£83,470.16",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000038918,"-£40,122.30",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000038919,"£557,009.76",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000038921,"£69,622.24",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000038929,"£91,529.17",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000038935,"£108,502.24",CONTRACT PAYMENT MONTH 1
Department of Health,03F,30/04/2020,Charges from CCG,NON RECURRENT PROGRAMMES,NHS NORTH EAST LINCOLNSHIRE CCG,7015701372,"£60,000.00",UEC TRANSFORMATION FUNDING
Department of Health,03F,30/04/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59888287,"-£49,181.00",MENTAL HEALTH CREDIT
