Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,28/02/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000033272,"-£61,924.06",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000033273,"£172,329.82",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000033275,"£88,105.84",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000033277,"£45,374.31",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000033279,"£56,033.98",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000033280,"£442,926.04",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033281,"-£75,216.17",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033282,"£221,431.07",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000033284,"£54,883.36",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000033286,"£66,584.31",CONTRACT PAYMENT MONTH 11
Department of Health,03F,28/02/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000033454,"£58,077.20",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000033458,"£111,337.42",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000033460,"£83,996.24",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR COOK B F,KHU000033463,"-£27,817.41",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000033464,"£35,054.61",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000033466,"£27,131.69",LOCAL ENHANCED SERVICES
Department of Health,03F,28/02/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000033468,"£99,553.67",LOCAL ENHANCED SERVICES
