Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/08/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000035834,"£91,381.25",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000035836,"£42,366.77",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000035838,"£43,307.67",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000035839,"-£51,944.87",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000035840,"£250,685.58",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000035841,"-£108,886.89",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000035842,"£205,708.11",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000035844,"£34,834.33",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000035846,"£92,916.69",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000036006,"£85,862.51",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000036008,"£77,710.11",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000036010,"£90,210.99",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000036012,"£38,647.44",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR GOPAL K V,KHU000036013,"£25,088.65",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000036014,"£33,896.37",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000036016,"£74,590.75",CONTRACT PAYMENT MONTH 05
Department of Health,03F,31/08/2019,ME - GMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000036017,"-£41,748.44",CONTRACT PAYMENT MONTH 05
