Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,30/04/2015,Audit Fees Internal - Fdtn Trust,FINANCE,HUMBER NHS FOUNDATION TRUST,1010004997,"£31,440.00",120 DAYS INTERNAL AUDIT AND COUNTER FRAUD SERVICES 01/01/2015 - 31/03/2015,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Non Contract,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,HUMBER NHS FOUNDATION TRUST,1010004855,"£114,480.00",TRANSITIONAL PSYCHOLOGICAL WELLBEING PATIENTS,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010004870,"£46,866.67",MENTAL HEALTH CONTRACT VARIATION APRIL 2014 - MARCH 2015,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010004963,"£101,462.50",THERAPY SERVICES & MENTAL HEALTH BLOCK CONTRACT 2014/15 Q4 CQUIN,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010004964,"£133,121.50",THERAPY SERVICES & MENTAL HEALTH BLOCK CONTRACT 2014/15 Q3 CQUIN,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010004965,"£66,000.00",ANTICIPATED VALUE FOR CV11 - HULL CAMHS CRISIS,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010005019,"£27,795.83",MENTAL HEALTH 50% CQUIN FEBRUARY 2014/15,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010005022,"£2,679,599.75",COMMUNITY SERVICE AND MENTAL HEALTH BLOCK CONTRACT APRIL 2015/16,
Department of Health,03F,30/04/2015,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010025210,"£27,284.86",NCA FEBRUARY 2015,
Department of Health,03F,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410015367,"£80,046.00","AP01 INVOICE FOR 1/12TH OF 14/15 CONTRACT VALUE, BEFORE 15/16 CONTRACT AGREEMENT ",
Department of Health,03F,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810008843,"£789,996.72",A&E CONTRACT INVOICE APRIL 2015 EXCLUDING CQUINS,
Department of Health,03F,30/04/2015,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810008873,"£53,990.00",NHS 111 CONTRACT APRIL 2015,
Department of Health,03F,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810008888,"£118,422.33",PTS CONTRACT APRIL 2015,
Department of Health,03F,30/04/2015,Charges from CSU,Service Planning & Reform,NHS YORKSHIRE AND HUMBER CS,7312401474,"-£88,754.93",CREDIT MEMO,
Department of Health,03F,30/04/2015,Charges from CSU,Service Planning & Reform,NHS YORKSHIRE AND HUMBER CS,7312401486,"£88,754.93",HULL 2020 PROJECT ,
Department of Health,03F,30/04/2015,Charges from CSU,FINANCE,NHS YORKSHIRE AND HUMBER CS,7312401664,"£275,642.00",BASELINE 15/16 MONTH 1 ,
Department of Health,03F,30/04/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1210015937,"£14,094,283.00",2015/16 BLOCK CONTRACT INVOICE APRIL 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HOME-STAR (HULL),120152016,"£26,895.00",CONTRACT FOR SUPPLY OF SERVICES,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,INTERPRETING SERVICES,AA GLOBAL LANGUAGE SERVICES LTD,025HC01,"£41,818.80",INTERPRETATION SERVICES APRIL 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03F010415PFHUL,"£419,093.00",PATIENT ACTIVITY APRIL 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,HULL CITY COUNCIL,1000201612,"£28,572.01",JC LANGLEY HOUSE TRUST 16/05/2014 - 30/11/2014,
Department of Health,03F,30/04/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000205492,"£42,520.57",FNC RECHARGES 02/02/2015 - 01/03/2015,
Department of Health,03F,30/04/2015,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000206668,"£47,859.29",FNC RECHARGES 02/03/2015 - 31/03/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Othe Public Sector,COLLABORATIVE COMMISSIONING,HULL CITY COUNCIL,1000207494,"£56,090.62",COLLABORATIVE SERVICES JANUARY - MARCH 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,HULL CHILDREN`S UNIVERSITY,1180,"£31,250.00",INCOME RESTRICTED INCOM Q4 FUNDING ,
Department of Health,03F,30/04/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,1461,"£75,781.05",CARE FEES 01/03/2015 - 31/03/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB SUPPLIES,1800091274,"£27,915.77",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE CHILDRENS FEBRUARY 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800091461,"£194,006.24",EQUIPMENT PURCHASES AND ACTIVITY 21/02/2015 - 31/03/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB SUPPLIES,1800091469,"£28,704.19",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE MARCH 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800091470,"£87,701.65",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE MARCH 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,202049,"£25,913.62",STROKE BEDS 01/04/2015 - 30/04/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,2.02076E+11,"£25,817.45",STROKE BEDS 01/05/2015  -31/05/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,2.02077E+11,"£25,817.45",STROKE BEDS 01/06/2015 - 30/06/2015,
Department of Health,03F,30/04/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,35327380,"£315,268.20",CHC 15/12/2014 - 05/04/2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410006919,"£41,570.45",AQP PAIN MANAGEMENT DECEMBER 2014,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410006941,"£48,692.96",AQP PAIN MANAGEMENT JANUARY 2015,
Department of Health,03F,30/04/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410006949,"£27,239.22",CONTINUING CARE NIGHT SITS JANUARY 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410006950,"£446,417.46",CHC FUNDED PERSONAL HEALTH BUDGETS QTR 2 AND 3 2014,
Department of Health,03F,30/04/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410006995,"£26,368.56",CONTINUING CARE NIGHT SITS FEBRUARY 2015,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007168,"£32,712.46",RENT AND SERVICE RECHARGES FOR QTR 4 2014/15 WESTBOURNE HEALTH CENTRE,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007169,"£26,455.56",RENT AND SERVICE RECHARGES FOR QTR 4 2014/15 267 BEVERLEY ROAD,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,CITY HEALTH CARE PARTNERSHIP CIC,7410007428,"£28,836.00",PSYCHOLOGICAL THERAPIES TRANSITIONAL PAYMENT ,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007432,"£1,957,981.25",APRIL 2015 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410007437,"£45,386.50",APRIL 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,30/04/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410007444,"£289,266.49",DEPRESSION AND ANXIETY CONTRACTUAL INCOME APRIL 2015,
Department of Health,03F,30/04/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z398,"£126,950.27",CY4 WALK IN RECONCILIATION 01/04/2013 - 10/01/2014,
