Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000041351,"£91,098.28",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000041353,"£43,459.82",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000041355,"£44,646.17",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000041356,"-£39,812.50",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000041357,"£308,912.01",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000041358,"-£67,221.08",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000041359,"£230,831.51",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000041361,"£36,944.07",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000041522,"£101,884.12",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000041523,"-£40,838.55",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000041524,"£105,749.32",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000041526,"£98,337.07",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000041528,"£70,634.05",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000041532,"£28,523.04",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000041534,"£102,245.30",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000041535,"-£141,155.44",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000041536,"£901,553.94",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000041538,"£118,088.52",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000041546,"£109,375.55",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041549,"-£36,761.89",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000041550,"£186,660.46",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,C&M-PMS LES Complex Wound Care,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,Q22021B81048,"£30,414.57",CONTRACT PAYMENT MONTH 8
Department of Health,03F,30/11/2020,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026782,"£52,000.00",20/21 DIABETES TRANSFORMATION FUNDING
Department of Health,03F,30/11/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400026809,"£52,000.00",CREDIT INVOICE RAISED IN ERROR
