Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000028109,"£153,425.25",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000028111,"£90,977.39",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000028113,"£51,665.89",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000028115,"£51,418.68",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000028117,"£312,110.15",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000028118,"-£55,817.96",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000028119,"£206,428.09",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000028120,"£49,164.18",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000028122,"£85,924.77",CONTRACT PAYMENTS MONTH 11,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000028264,"£54,972.05",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000028266,"£135,568.46",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000028268,"£103,425.27",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000028270,"£80,128.66",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000028271,"£29,258.01",LOCAL ENHANCED SERVICES,
Department of Health,03F,28/02/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000028273,"£34,211.17",LOCAL ENHANCED SERVICES,
