Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000036564,"£92,208.21",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000036566,"£54,459.55",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000036568,"£43,727.67",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000036570,"£251,528.82",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000036572,"£384,761.03",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000036573,"£34,834.33",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000036575,"£94,401.37",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000036743,"£77,484.72",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000036745,"£78,410.57",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000036747,"£93,585.22",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000036749,"£42,352.30",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000036753,"£28,362.70",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000036755,"£74,697.20",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000036756,"-£52,743.75",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000036757,"£609,715.41",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000036759,"£68,545.91",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DRS YU OGUNBA & AHMED,KHU000036765,"-£36,833.56",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000036766,"£87,813.07",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,HUMBER TEACHING NHS FOUNDATION TRUST,59885880,"£38,571.44",PAEDIATRIC RECHARGE APR 19 TO MAR 20
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60069567,"£51,852.92",APRIL 2018/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60069569,"£58,283.94",MAY 18/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60070972,"£49,211.88",BOOKABLE SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60074873,"£67,029.52",JULY 2018/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60077544,"£85,739.16",AUG 2018/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60081269,"£75,824.05",SEP 2018/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60085202,"£86,957.38",OCT 18/19 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60089007,"£80,997.74",NOV 18/19 BOOKABLE SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60090877,"£72,225.20",DEC 18/19 BOOKABLE SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60094600,"£85,799.17",JAN 18/19 BOOKABLE SPACES
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60096936,"£68,014.36",BOOKABLE SPACES FEB 18/19
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60099347,"£39,729.70",APR-JUNE 2018/19 BOOKABLE SPACE JEAN BISHOP
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60100565,"£72,582.92",MAR 18/19 BOOKABLE SPACES
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60104904,"£110,039.03",APRIL 18/19 BOOKABLE SPACES
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60106249,"£110,039.03",MAY 18/19 BOOKABLE SPACES
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60110970,"£72,700.12",JUNE 19/20 VOID SPACE
Department of Health,03F,31/10/2019,Voids and Subsidies,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60115617,"£85,615.65",JULY 19/20 VOID SPACE
Department of Health,03F,31/10/2019,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,MODALITY PARTNERSHIP,105353-04-OCT-2019,"£56,010.75",18/19 QUALITY PREMIUM PAYMENT Q4
Department of Health,03F,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000036577,"£91,739.11",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000036579,"£218,150.22",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000036580,"-£32,213.13",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,EAST HULL FAMILY PRACTICE,KHU000036581,"£269,378.27",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000036583,"£29,145.77",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAXBY GROUP NEWINGTON,KHU000036584,"£92,544.13",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000036761,"£49,316.71",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,DR WEIR J A D & PARTNERS,KHU000036763,"-£30,044.44",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000036764,"£123,329.96",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WILBERFORCE SURGERY,KHU000036774,"£86,201.79",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000036777,"£43,529.29",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000036779,"£31,568.84",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000036782,"£81,007.18",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000036785,"£48,324.13",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000036787,"£33,448.11",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CITY HEALTH PRACTICE LTD,KHU000036789,"£75,862.41",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000036791,"£31,481.47",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,HUMBER PRIMARY CARE LTD,KHU000036793,"£49,919.87",CONTRACT PAYMENT MONTH 07
Department of Health,03F,31/10/2019,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310016781,"£40,210.08",Y&H LOT 2 OCT 19
Department of Health,03F,31/10/2019,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000033909,"£61,826.39",Q1 19/20 LOCAL PHAMACY SCHEME
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410138902,"£64,984.00",OCT 19 BLOCK
Department of Health,03F,31/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400024938,"£26,157.39",MONTH 5 19/20
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810027883,"£980,213.00",OCT 19 BLOCK
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810027931,"£82,364.76",NHS111 OCT 19
Department of Health,03F,31/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59884823,"£25,000.00",RECOVERY COLLEGE FUNDING 18/19
Department of Health,03F,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59885369,"£25,000.00",RECOVERY COLLEGE FUNDING 19/20
Department of Health,03F,31/10/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59886250,"£3,131,518.92",OCTOBER 19 MENTAL HEALTH BLOCK
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust,MATERNITY SERVICES,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0026341,"£216,787.00",LMS APPROVED FUNDING
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0027009,"£45,978.42",SEPT 19 COMMUNITY PAEDIATRICS
Department of Health,03F,31/10/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0027032,"£16,819,360.00",OCT 19 BLOCK
Department of Health,03F,31/10/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC192004,"£500,042.73",SAC ACTIVITY JULY 19
Department of Health,03F,31/10/2019,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790287917,"£41,664.34",SEP 19 RENTAL CHARGES
Department of Health,03F,31/10/2019,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000276666,"£442,356.97",CHC RECHARGE JULY 19
Department of Health,03F,31/10/2019,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000278174,"£1,645,712.00",SECTION 75 EXTRA CARE HOUSING CYP SCHEMES
