Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000034237,"£82,383.53",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000034239,"£48,024.87",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000034240,"£45,554.88",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000034241,"£256,502.54",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000034243,"£204,552.83",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000034246,"£69,046.74",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000034416,"£55,535.20",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000034420,"£80,836.85",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000034422,"£83,287.13",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000034426,"£38,007.30",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000034430,"£77,294.42",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000034433,"£66,421.62",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR RAWCLIFFE V A & PARTNERS,KHU000034439,"£219,156.93",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000034443,"£85,042.53",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000034450,"£135,265.27",LOCAL ENHANCED SERVICES 
Department of Health,03F,30/04/2019,Hcare Srv Rec NHS Trust,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0022633,"£147,000.00",CANCER 62 DAY PERFORMANCE 2018/19
Department of Health,03F,30/04/2019,Hcare Srv Rec NHS Trust,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0022960,"£151,000.00",CANCER 62 DAY PERFORMANCE 2018/19
Department of Health,03F,30/04/2019,Hcare Srv Rec NHS Trust,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0022961,"£123,566.00",COMMUNITY PEADIATRICS 18/19
Department of Health,03F,30/04/2019,"Books, Journals & Subscr",CEO/ BOARD OFFICE,YORKSHIRE & HUMBER AHSN LTD,495,"£25,411.20",STP & YHAHSN INNOVATION PROGRAMME MEMBERSHIP FEE 2018/19
Department of Health,03F,30/04/2019,Other Research Exp,COMMISSIONING - NON ACUTE,JAMES ALEXANDER FAMILY PRACTICE,641,"£25,764.48",R&D FUNDING BAND 3 RESEARCH ASSISTANT
Department of Health,03F,30/04/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000034244,"£34,462.64",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,KHU000034248,"£71,241.02",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000034249,"-£35,630.94",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000034250,"£88,786.51",CONTRACT PAYMENT MONTH 01
Department of Health,03F,30/04/2019,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000034251,"-£33,888.86",CONTRACT PAYMENT MONTH 01
