Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/11/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000036928,"£92,831.60",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000036930,"£44,074.31",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000036932,"£43,307.67",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000036934,"£254,846.32",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-APMS List Size Adjustment,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000036935,"-£101,601.89",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000036936,"£208,541.56",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000036940,"£102,555.89",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000037104,"£86,480.38",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000037105,"-£85,704.98",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000037106,"£164,964.92",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000037108,"£102,158.92",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000037110,"£43,002.51",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR GOPAL K V,KHU000037111,"£26,869.89",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000037112,"£34,137.90",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR FOULDS M & PARTNER,KHU000037113,"-£74,626.16",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000037114,"£157,362.64",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000037115,"-£289,383.63",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,DR JR LORENZ & PARTNERS,KHU000037116,"£792,408.14",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000037118,"£76,886.93",CONTRACT PAYMENT MONTH 08
Department of Health,03F,30/11/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000037125,"£93,486.21",CONTRACT PAYMENT MONTH 08
