Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000033677,"£91,002.00",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000033679,"£47,605.28",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000033681,"£56,033.98",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033684,"-£82,537.20",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033685,"£220,731.07",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000033689,"£67,492.88",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000033813,"-£84,227.01",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000033814,"£84,277.68",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000033815,"-£44,054.00",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000033816,"£44,187.53",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000033817,"-£53,405.97",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000033818,"£59,962.87",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033819,"-£214,868.30",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000033820,"£287,267.27",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000033821,"-£64,746.05",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000033822,"£97,602.39",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000033966,"£60,279.91",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000033970,"£110,209.13",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000033972,"£89,224.97",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000033976,"£34,968.64",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000033980,"£28,295.63",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000033982,"£101,665.63",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000033985,"£67,110.58",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000033987,"£26,367.56",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR RAWCLIFFE V A & PARTNERS,KHU000033991,"-£26,622.41",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000033992,"£100,464.49",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000033996,"£94,642.34",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,FAITH HOUSE SURGERY,KHU000033997,"£76,379.87",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000034000,"-£38,120.83",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000034001,"£158,729.48",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010069019,"£33,508.80",NCA JAN FLEX 2019
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,HUMBER TEACHING NHS FOUNDATION TRUST,59884052,"£50,000.00",ONE OFF PAYMENT PAEDIATRIC SPEECH & LANGUAGE THERAPY
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59884108,"£167,415.00",AUTISM ASSESSMENT & DIAGNOSIS SERVICE FEB 19
Department of Health,03F,31/03/2019,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000267206,"£258,383.75",2018/19 BETTER CARE FUND
Department of Health,03F,31/03/2019,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000270470,"£56,305.92",FNC RECHARGE DEC 18
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000033694,"-£28,670.49",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000033695,"£127,737.36",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000033697,"£259,621.87",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000033699,"£33,989.64",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000033825,"-£117,405.20",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000033826,"£123,522.69",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000033827,"-£248,267.27",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000033828,"£248,585.94",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000033829,"-£33,315.16",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000033830,"£35,943.20",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DIADEM MEDICAL PRACTICE,KHU000033967,"-£50,053.31",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000033968,"£158,103.83",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000033974,"£32,679.95",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000033989,"£53,418.83",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000033994,"£156,760.51",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000034005,"£52,250.01",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BURNBRAE MEDICAL PRACTICE,KHU000034008,"£44,882.78",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,EASTGATE MEDICAL GROUP,KHU000034010,"£27,825.68",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000034013,"£102,242.25",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,GOODHEART SURGERY,KHU000034016,"£48,286.89",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,LAURBEL SURGERY,KHU000034018,"£32,562.30",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CITY HEALTH PRACTICE LTD,KHU000034020,"£59,945.36",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DELTA HEALTHCARE,KHU000034022,"£27,326.63",LOCAL ENHANCED SERVICES 
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,PPMARCH19PMS,"£42,735.08",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOLSELEY MEDICAL CENTRE,PPNOINV8767,"£73,440.19",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,PPNOINV8768,"£93,829.71",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,PPNOINV8769,"£293,415.39",CONTRACT PAYMENT MONTH 12
Department of Health,03F,31/03/2019,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310014388,"£40,210.08",Y&H LOT 2A & 2B FEB 19
Department of Health,03F,31/03/2019,Other payables (CL) - Pension < 1 yr - SOLO Pension EEs,BALANCE SHEET,NHS ENGLAND,105005-21-MAR-2019,"£47,252.11",GP SOLO PAYMENTS 
Department of Health,03F,31/03/2019,Charges from CCG,NON RECURRENT PROGRAMMES,NHS EAST RIDING OF YORKSHIRE CCG,7015001025,"£134,000.00",WINTER FUNDING MONEY - RESPIRATORY PHYSIO PILOT
Department of Health,03F,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410121588,"£56,077.00",AP12 MONTHLY CONTRACT INVOICE
Department of Health,03F,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810025944,"£883,546.00",AP12 MONTHLY CONTRACT INVOICE
Department of Health,03F,31/03/2019,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810025969,"£73,232.00",NHS 111 MARCH 19
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59884175,"£2,938,062.83",MARCH 19 BLOCK CONTRACT
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,HUMBER TEACHING NHS FOUNDATION TRUST,59884382,"£30,000.00",PAEDIATRIC SPEECH & LANGUAGE THERAPY ADDITIONAL FUNDING KAN TO MARCH 19
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59884452,"£212,172.00",CHILDREN & YOUNG PEOPLE WAITING LIST INITIATIVE JAN TO MARCH 19
Department of Health,03F,31/03/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER TEACHING NHS FOUNDATION TRUST,59884453,"£750,000.00",CV23 ON ACCOUNT
Department of Health,03F,31/03/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0021910,"£15,978,538.00",MARCH 19  MONTHLY CONTRACT INVOICE 
Department of Health,03F,31/03/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0022958,"£2,842,500.00",MARCH 2019 ADJUSTMENT FUNDING SUPPORT
Department of Health,03F,31/03/2019,C&M-Independent Sector - CQUIN,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULCQ1819M01M06,"£31,834.68",CQUIN REC APR - SEPT 18
Department of Health,03F,31/03/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF181912,"£509,497.00",ESTIMATED ANNUAL CONTRACT MARCH 19
