Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,31/03/2018,Other professional fees,NON RECURRENT PROGRAMMES,NHS EAST RIDING OF YORKSHIRE CCG,7015000758,"£29,643.82",CARDIOLOGY PROGRAMME WORK FOR STP NOV 17 TO JAN 18
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410086668,"£75,862.36",AP11 INVOICE FOR 1/12TH OF 17/18 CONTRACT AGREEMENT 
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490010995,"-£92,043.91",QTR 3 REC 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0013804,"£77,000.00",LMS BETTER BIRTHS
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000028538,"£205,227.12",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000028540,"£94,416.73",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000028542,"£51,988.96",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-APMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000028543,"-£36,852.63",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000028544,"£50,720.68",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000028546,"£303,132.79",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000028548,"£207,081.19",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000028550,"£55,395.43",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000028552,"£75,900.69",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000028695,"£58,844.75",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000028697,"£151,275.07",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR BLOW J D & PARTNERS,KHU000028699,"£110,185.50",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000028701,"£86,959.41",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000028705,"£35,575.32",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000028709,"£26,907.93",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000028711,"£95,008.18",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000028714,"£63,545.58",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MALCZEWSKI G S,KHU000028716,"£27,818.35",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000028721,"£56,586.70",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000028724,"£100,423.82",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000028728,"£91,010.21",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000028731,"£70,169.76",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000028736,"£139,640.80",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,SEPT17HCCGHS0056SPA,"£32,166.67",HEALTHSHARE HULL SEP 17
Department of Health,03F,31/03/2018,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,YORK HOUSE VENTURES LTD,YHV003071,"-£58,118.32",CHC ID 229 ADJUSTMENTS AUG 17 TO JAN 18
Department of Health,03F,31/03/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310010818,"£41,453.67",Y&H LOT 2A FEB 2018
Department of Health,03F,31/03/2018,Charges from CSU,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310010931,"£41,453.67",Y&H LOT 2A MARCH 18
Department of Health,03F,31/03/2018,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000026930,"£148,316.81",Q3 & Q4 PHARMACY RECHARGES 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010059313,"£31,110.50",NCA JAN FLEX 2018
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410088812,"£75,862.36",MARCH BLOCK 2018
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021962,"£844,473.00",MARCH BLOCK 2018
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810022015,"£66,117.02",NHS 111 CONTRACT MARCH 2018
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880480,"£635,000.00",INPATIENT BED COSTS 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880544,"£2,800,476.89",MARCH 18 BLOCK
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880578,"£76,905.12",CQUIN Q1 REC 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880580,"£57,293.95",CQUIN Q2 REC 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,HUMBER NHS FOUNDATION TRUST,59880671,"£500,000.00",MENTAL HEALTH ADDITIONAL CV
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0013691,"£12,668,450.00",MARCH BLOCK INVOICE
Department of Health,03F,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0014280,"£1,500,000.00",CV09 PATIENT TRACKING 17/18
Department of Health,03F,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,59880709,"£250,000.00",CV10 SUPPORT 2017/18
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST ANDREWS SURGERY,KHU000028558,"£141,453.66",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,KHU000028560,"£252,279.18",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000028703,"£31,644.15",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR NAYAR J K,KHU000028718,"£51,057.51",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR WEIR J A D & PARTNERS,KHU000028726,"£148,235.59",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WILBERFORCE SURGERY,KHU000028740,"£46,726.45",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,SOUTHCOATES MEDICAL CENTRE,KHU000028750,"£28,199.01",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,JAMES ALEXANDER FAMILY PRACTICE,KHU000028753,"£82,334.55",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000027829,"£30,039.33",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000028271,"£29,258.01",LOCAL ENHANCED SERVICES
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,PRC DELEGATED CO-COMMISSIONING,EAST HULL FAMILY PRACTICE,104332-27-MAR-2018,"£61,858.00",INTEGRATED DELIVERY-QUALITY SCHEMES-MEDICAS
Department of Health,03F,31/03/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60062987,"£233,531.29",JAN 17/18 VOID SPACE VARIOUS SITES
Department of Health,03F,31/03/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,60062990,"£233,531.29",FEB 17/18 VOID SPACE VARIOUS SITES
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF171812,"£704,028.00",MARCH BLOCK 2018
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULREC171810,"£26,710.34",SAC ACTIVITY JAN 17/18
Department of Health,03F,31/03/2018,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,790238668,"£40,482.97",LINE RENTAL CHARGES JAN 18
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,REABLEMENT,HULL CITY COUNCIL,1000252597,"£96,058.82",17/18 BETTER CARE FUND 
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000253086,"£268,539.35",CHC RECHARGE JULY 17
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000253090,"£291,061.39",CHC RECHARGE AUGUST 2017
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000253092,"£264,264.36",CHC RECHARGE SEPT 2017
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,HULL CITY COUNCIL,1000255561,"£40,338.43",LAC RECHARGES 01/04/17 TO 30/09/17
Department of Health,03F,31/03/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000255937,"£47,273.91",FNC RECHARGES AUG 17
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000258451,"£110,137.77",RECHARGE CARE IN THE COMMUNITY JAN 18
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000259481,"£132,000.00",YOUTH COMMISSIONING PROGRAMME 2018/19
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000259714,"£110,137.77",RECHARGE CARE IN THE COMMUNITY FEB 18
Department of Health,03F,31/03/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000259715,"£110,137.77",RECHARGE CARE IN THE COMMUNITY MARCH 18
Department of Health,03F,31/03/2018,LPF Management Fees,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10057824,"£112,336.80",PROFESSIONAL SERVICES MARCH 18
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,KIER BUSINESS SERVICES LTD,10058679,"£185,399.59",IT PROJECT CHARGES
Department of Health,03F,31/03/2018,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,HUMBERSIDE GROUP OF LMC LTD,104315-19-MAR-2018,"£33,315.90",CONTRACT PAYMENTS MONTH 12
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,HULL IVF,125408,"£55,838.87",ACTIVITY FOR MONTH ENDED 28/02/18
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800103080,"£296,888.50",ICES FEB 2018
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,1920,"-£240,949.00",CARE OCT 16
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19905,"£85,660.75",MARCH 18 BLOCK
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,19906,"£26,501.08",TARIFF ACTIVITY CAR MARCH 18
Department of Health,03F,31/03/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,2394,"-£25,932.40",CREDIT RE DUPLICATE INVOICE 
Department of Health,03F,31/03/2018,Other Gen Supplies & Srv,PRC DELEGATED CO-COMMISSIONING,AA GLOBAL LANGUAGE SERVICES LTD,2490,"£29,089.70",FACE TO FACE INTERPRETING SERVICES
Department of Health,03F,31/03/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,FOXGLOVE CARE LTD,2928,"£35,179.25",CHC VARIOUS FEB 18
Department of Health,03F,31/03/2018,Other professional fees,NON RECURRENT PROGRAMMES,YORK HEALTH ECONOMICS CONSORTIUM,4162,"£28,230.00",FEES MARCH 18
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,EAST RIDING OF YORKSHIRE COUNCIL,60367019,"£137,308.53",CHC PERIODS 5 AND 6 17/18
Department of Health,03F,31/03/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,EAST RIDING OF YORKSHIRE COUNCIL,61021736,"£26,030.02",FNC PERIOD 10 17/18
Department of Health,03F,31/03/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410025009,"£39,963.24",NOVEMBER 17 NIGHT SITS
Department of Health,03F,01/04/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410026672,"£289,138.80",DASH REC INVOICE QTR 3 2016/17
Department of Health,03F,02/04/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410026673,"£39,381.12",NIGHT SITS DEC 17
Department of Health,03F,03/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026720,"£25,932.40",RECHARGE SEPT 17 SESSIONAL ROOMS
Department of Health,03F,04/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026877,"£54,220.83",MARCH 18 SEXUAL HEALTH SERVICE
Department of Health,03F,05/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026879,"£300,300.00",MARCH 18 URGENT CARE CQUIN IN ADVANCE
Department of Health,03F,06/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026894,"£233,559.88",REABLEMENT/HIGHFIELDS/STEPDOWN BEDS
Department of Health,03F,07/04/2018,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410026901,"£292,740.96",MARCH 18 DEPRESSION AND ANXIETY
Department of Health,03F,08/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026902,"£204,006.37",MARCH 18 OUT OF SCOPE COMMUNITY PAEDIATRICS
Department of Health,03F,09/04/2018,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CITY HEALTH CARE PARTNERSHIP CIC,7410026920,"£183,108.62",MARCH OUT OF SCOPE 2017/18
Department of Health,03F,10/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410026922,"£1,626,625.00",MARCH 18 INTERGRATED COMMUNITY SERVICES  
Department of Health,03F,11/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027171,"£249,240.01",RENT AND SERVICE CHARGE VARIOUS SITES OCT 17
Department of Health,03F,12/04/2018,Cont Care- Children,Children's Continuing Care,CITY HEALTH CARE PARTNERSHIP CIC,7410027173,"£27,285.72",CHILDRENS CONTINUING CARE RECHARGES DEC17
Department of Health,03F,13/04/2018,Cont Care- Adult 100% Fully Funded,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410027175,"£112,399.93",RECHARGE PHB DEC 17
Department of Health,03F,14/04/2018,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410027192,"£37,806.66",JANUARY 18 NIGHT SITS
Department of Health,03F,15/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027197,"£247,838.89",RENT AND SERVICE CHARGE VARIOUS SITES NOV 17
Department of Health,03F,16/04/2018,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410027198,"£247,942.74",RENT AND SERVICE CHARGE VARIOUS SITES SEPT 17
