Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description
Department of Health,03F,30/09/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000036187,"£93,324.24",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000036189,"£43,266.86",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000036190,"-£38,490.48",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000036191,"£43,307.67",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000036193,"£249,128.50",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000036195,"£206,012.89",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000036197,"£34,834.33",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000036198,"-£31,183.58",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SUTTON MANOR SURGERY,KHU000036199,"£138,668.34",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000036370,"£77,698.49",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000036372,"£80,523.58",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000036374,"£87,435.02",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000036376,"£38,826.40",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000036380,"£28,957.56",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000036382,"£75,671.28",CONTRACT PAYMENT MONTH 06
Department of Health,03F,30/09/2019,C&M-GMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000036383,"-£296,294.94",CONTRACT PAYMENT MONTH 06
