Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/08/2015,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102," 46,600.00 ",CONTRACT FUNDING 2015/16,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ACTION ON HEARING LOSS,INV0146852," 38,400.00 ",STATUTORY GRANTS - PROVISION OF HEAR TO HELP HEARING AID SUPPORT SERVICE APRIL 2015 - MARCH 2016,
Department of Health,03F,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,HUMBER NHS FOUNDATION TRUST,1010005756," 2,679,599.75 ",CHARGE FOR AUGUST 2015/16 BLOCK CONTRACT MENTAL HEALTH AND THERAPY SERVICES,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,1210017856," 14,216,667.00 ",2015/16 BLOCK CONTRACT INVOICE AUGUST 2015,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410022593," 54,597.69 ",AP05 INVOICE FOR 1/12TH OF 15/16 CONTRACT AGREEMENT ,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810010538," 53,990.00 ",NHS111 CONTRACT AUGUST 2015,
Department of Health,03F,31/08/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS YORKSHIRE AND HUMBER CS,7312403313," 275,642.00 ",BASELINE 15/16 MONTH 5 14/15 LESS 5% REDUCTION ON ADMIN,
Department of Health,03F,31/08/2015,Charges from CSU,PROGRAMME PROJECTS,NHS YORKSHIRE AND HUMBER CS,7312403329," 52,233.00 ",GP IT AUGUST 2015,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810010486," 30,484.00 ",HART FUNDING AUGUST 2015,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810010566," 118,422.33 ",PTS CONTRACT AUGUST 2015,
Department of Health,03F,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810010465," 801,432.00 ",A&E CORE CONTRACT EXCLUDING CQUINS AUGUST 2015,
Department of Health,03F,31/08/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,VOYAGE 1 LTD TA VOYAGE CARE,CARE7784522," 49,572.00 ",CARE FEES 5138 03/01/2014 - 06/08/2014,
Department of Health,03F,31/08/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,VOYAGE 1 LTD TA VOYAGE CARE,CARE7784524," 49,434.30 ",CARE FEES 5138 07/08/2014 - 31/07/2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,SRCL LTD,875691," 29,501.41 ","01/07/2015 NON PTS SERVICE, PATHOLOGY FEE",
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03F310315RECHUL," 578,468.76 ",Q4 RECONCILIAION ,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03FHULPF201505," 523,796.00 ",1/12 ESTIMATED ANNUAL CONTRACT VALUE AUGUST 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000212858," 123,028.56 ",CARE IN THE COMMUNITY JULY 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HULL CITY COUNCIL,1000212957," 25,000.00 ",RECHARGE IN RESPECT OF THE AGE CONCERN FALLS PROJECT 2015/16,
Department of Health,03F,31/08/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000212997," 512,893.76 ",CONTINUING HEALTH RECHARGES JULY 2015,
Department of Health,03F,31/08/2015,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HULL CITY COUNCIL,1000214003," 40,605.82 ",FNC RECHARGES 20/07/2015 - 16/08/2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HULL CITY COUNCIL,1000214010," 123,028.56 ",CARE IN THE COMMUNITY AUGUST 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Othe Public Sector,CARERS,HULL CITY COUNCIL,1000214054," 33,421.67 ",CARERS SUPPORT SERVICE CONTRACT AUGUST 2015,
Department of Health,03F,31/08/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,HULL CITY COUNCIL,1000214226," 522,430.20 ",CONTINUING HEALTH RECHARGES AUGUST 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB SUPPLIES,1800091823," 63,608.51 ",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE ADULTS JUNE 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB SUPPLIES,1800091824," 44,032.99 ",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE CHILDRENS JUNE 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,NOTTINGHAM REHAB LTD,1800091921," 32,226.62 ",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE CHILDRENS JULY 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800091922," 76,006.93 ",EQUIPMENT COSTS FOR WHEELCHAIR SERVICE ADULTS JULY 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,NOTTINGHAM REHAB LTD,1800091925," 135,466.68 ",EQUIPMENT PURCHASES AND ACTIVITY AS PER THE ICON SPLIT,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,ROSSMORE NURSING HOME,2.02377E+11," 25,817.45 ",STROKE BEDS 01/09/2015 - 30/09/2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410009073," 82,301.21 ",CHC FUNDED PERSONAL HEALTH BUDGETS MAY 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,CHC AD FULL FUND PERS HLTH BUD,CITY HEALTH CARE PARTNERSHIP CIC,7410009428," 96,509.18 ",CHC FUNDED PERSONAL HEALTH BUDGETS JUNE 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410009618," 1,957,981.25 ",AUGUST 2015 CONTRACTUAL INCOME RECURRENT STANDARD CONTRACT,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CITY HEALTH CARE PARTNERSHIP CIC,7410009620," 45,386.50 ",AUGUST 2015 CONTRACTUAL INCOME COMMUNITY PAEDIATRICS,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,MENTAL HEALTH CONTRACTS,CITY HEALTH CARE PARTNERSHIP CIC,7410009625," 289,266.49 ",AUGUST 2015 CONTRACTUAL INCOME DEPRESSION AND ANXIETY SERVICE COMPLETED TREATMENT,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CITY HEALTH CARE PARTNERSHIP CIC,7410009667," 40,273.07 ",PAIN MANAGEMENT JUNE 2015,
Department of Health,03F,31/08/2015,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,CITY HEALTH CARE PARTNERSHIP CIC,7410009889," 39,714.84 ",CONTINUING CARE NIGHT SITS JULY 2015,
Department of Health,03F,31/08/2015,C&M-APMS Contract Value,LOCAL ENHANCED SERVICES,VIRGIN CARE EAST RIDING LLP,803Z427," 69,075.00 ",UNREGISTERED PATIENTS REVENUE AUGUST 2015,
Department of Health,03F,31/08/2015,Clinical&Medical-Voluntary Sector,HOSPICES,DOVE HOUSE HOSPICE,FR102," 46,600.00 ",CONTRACT FUNDING 2015/16,
Department of Health,03F,31/08/2015,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,HEALTHSHARE LTD,HCCGHS007018," 135,299.83 ",MSK PAYMENT APRIL 2015 - FEB 2016,
