Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),Description,VAT registration number
Department of Health,03F,31/01/2018,Hlthcre-Foundation Trsts,COMMISSIONING SCHEMES,SALFORD ROYAL NHS FOUNDATION TRUST,S0011379,"£60,000.00",ICC DEVELOPMENT PROGRAMME,
Department of Health,03F,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A KUMAR-CHOUDHARY,KHU000027668,"£33,965.29",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR JR LORENZ & PARTNERS,KHU000027670,"£153,551.90",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR MJ VARMA & PARTNERS,KHU000027672,"£91,827.39",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR R RAUT & PARTNER,KHU000027674,"£42,281.88",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST PARK PRACTICE,KHU000027676,"£50,720.68",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSTON MEDICAL GROUP,KHU000027678,"£299,485.88",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KINGSWOOD SURGERY KINGSTON HULL,KHU000027680,"£206,341.01",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NORTHPOINT,KHU000027681,"£46,023.43",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SUTTON MANOR SURGERY,KHU000027683,"£83,898.83",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,AVENUES MEDICAL CENTRE,KHU000027820,"£56,683.90",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DIADEM MEDICAL PRACTICE,KHU000027823,"£137,943.03",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR BLOW J D & PARTNERS,KHU000027825,"£104,865.96",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR AWAN R K & PARTNERS,KHU000027827,"£82,386.98",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR CHOWDHURY G M & PARTNER,KHU000027829,"£30,039.33",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR COOK B F,KHU000027831,"£35,163.60",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR HENDOW G T,KHU000027835,"£25,509.94",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR FOULDS M & PARTNER,KHU000027837,"£89,928.01",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MILLER J & PARTNERS,KHU000027840,"£65,457.02",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR MALCZEWSKI G S,KHU000027842,"£26,072.90",CONTRACT PAYMENTS MONTH 10,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR MUSIL J & PARTNER,KHU000027847,"£56,447.08",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DR RAWCLIFFE V A & PARTNERS,KHU000027850,"£95,713.02",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,DRS YU OGUNBA & AHMED,KHU000027854,"£87,302.17",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,FAITH HOUSE SURGERY,KHU000027857,"£68,208.75",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SPRINGS MEDICAL CENTRE CONSORTIUM,KHU000027862,"£207,962.61",LOCAL ENHANCED SERVICES,
Department of Health,03F,31/01/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H42582,"-£29,362.53",WESTBOURNE HC NON RENT BACK DATED CHARGES APR-JUNE 17,
Department of Health,03F,31/01/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H42583,"£41,882.88",FEES WILBERFORCE COURT,
Department of Health,03F,31/01/2018,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H42589,"£29,306.12",FEES WESTBOURNE HC,
Department of Health,03F,31/01/2018,C&M-Pharm-Loc Pharmctcl Servs,LOCAL ENHANCED SERVICES,NHS ENGLAND,7000026033,"£60,862.87",Q2 PHARMACY,
Department of Health,03F,31/01/2018,.Healthcare Srv Rec CCG,COMMISSIONING SCHEMES,NHS NORTH EAST LINCOLNSHIRE CCG,7015701071,"£70,350.00",WINTER FUNDING,
Department of Health,03F,31/01/2018,Healthcare Srv Rec CCG,COMMISSIONING SCHEMES,NHS VALE OF YORK CCG,7016300561,"£44,940.00",CONTRACT WORK FOR OUTPATIENT PROJECT STP,
Department of Health,03F,31/01/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,1010055559,"£29,890.82",NCA NOV FLEX 2017,
Department of Health,03F,31/01/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410084757,"£75,862.36",JAN BLOCK 2018,
Department of Health,03F,31/01/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021417,"£844,473.00",JAN BLOCK 2018,
Department of Health,03F,31/01/2018,Hcare Srv Rec NHS Trust,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810021471,"£66,117.02",NHS 111 JAN 18,
