Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,31/10/2020,Miscellaneous Expenditure (L9),GP FORWARD VIEW,ANCORA MEDICAL PRACTICE,INV00026,"35,887.00",PC NETWORK FUND SEPT 2020
Department of Health,03K,31/10/2020,Miscellaneous Expenditure (L9),GP FORWARD VIEW,ANCORA MEDICAL PRACTICE,INV00029,"35,887.00",PC NETWORK FUND OCT 2020
Department of Health,03K,31/10/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ANCORA MEDICAL PRACTICE,KHU000041276,"-39,742.54",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ANCORA MEDICAL PRACTICE,KHU000041277,"273,604.36",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ASHBY TURN PRIMARY CARE PARTNERS,KHU000041245,"123,725.46",GP CONTRACTS
Department of Health,03K,31/10/2020,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,BARNARDOS,141011400,"30,499.08",FUNDING RE NORTH LINCS THERAPEUTIC SERVICES Q2
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000041269,"-37,527.15",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000041270,"125,846.48",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BIRCHES MEDICAL PRACTICE,KHU000041246,"105,940.50",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000041248,"-42,191.81",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000041249,"152,679.31",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CAMBRIDGE AVENUE MEDICAL CENTRE,KHU000041247,"140,462.98",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CEDAR MEDICAL PRACTICE,KHU000041253,"87,279.64",GP CONTRACTS
Department of Health,03K,31/10/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000041254,"-39,016.85",GP CONTRACTS
