Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,30/11/2020,Miscellaneous Expenditure (L9),GP FORWARD VIEW,ANCORA MEDICAL PRACTICE,INV00030,"35,887.00",PC NETWORK FUND NOV 20
Department of Health,03K,30/11/2020,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,ANCORA MEDICAL PRACTICE,KHU000041625,"-57,653.87",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ANCORA MEDICAL PRACTICE,KHU000041626,"283,205.77",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ASHBY TURN PRIMARY CARE PARTNERS,KHU000041592,"173,545.51",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000041618,"-45,134.82",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000041619,"134,076.55",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BIRCHES MEDICAL PRACTICE,KHU000041594,"101,013.46",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000041597,"-43,944.61",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000041598,"170,485.08",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CAMBRIDGE AVENUE MEDICAL CENTRE,KHU000041596,"166,511.39",GP CONTRACTS
Department of Health,03K,30/11/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CEDAR MEDICAL PRACTICE,KHU000041602,"83,399.60",GP CONTRACTS
