Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BIRCHES MEDICAL PRACTICE,KHU000036081,"94,033.58",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000036084,"-42,885.35",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000036085,"144,069.77",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CEDAR MEDICAL PRACTICE,KHU000036088,"76,660.40",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000036091,"-87,804.93",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000036092,"245,986.29",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000036096,"54,289.63",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036099,"-53,498.48",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000036100,"226,663.05",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105617-18-JUL-2019,"323,016.33",BCF PAYMENT AUGUST 2019
Department of Health,03K,01/08/2019,Services From Local Authorities,MENTAL HEALTH SERVICES - ADULTS,NORTH LINCOLNSHIRE COUNCIL,A0040100,"-223,067.00",CREDIT AGAINST INVOICE A0038499
Department of Health,03K,01/08/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000035907,"85,295.93",AUGUST 2019 PMS PAYMENT
Department of Health,03K,01/08/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000035909,"33,980.84",AUGUST 2019 PMS PAYMENT
Department of Health,03K,01/08/2019,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CORE CARE LINKS,KHU000035910,"86,063.45",AUGUST 2019 PMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ASHBY TURN PRIMARY CARE PARTNERS,KHU000036079,"158,306.91",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CAMBRIDGE AVENUE MEDICAL CENTRE,KHU000036083,"148,539.37",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,CHURCH LANE MEDICAL CENTRE,KHU000036087,"90,890.81",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000036089,"-61,990.21",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000036090,"247,636.52",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000036093,"-60,647.92",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000036094,"212,795.66",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036097,"-113,960.94",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000036098,"372,991.48",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000036104,"-33,886.80",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000036105,"123,919.56",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000036107,"62,481.82",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036109,"-60,046.96",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000036110,"276,535.35",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,ANCORA MEDICAL PRACTICE,KHU000036112,"211,248.79",AUGUST 2019 GMS PAYMENT
Department of Health,03K,01/08/2019,LPF Management Fees,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310016296,"31,609.83",LOT 2A AUGUST 2019
Department of Health,03K,01/08/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,86577,"1,201,046.00",MENTAL HEALTH AND COMMUNITY CONTRACT AUGUST 2019
Department of Health,03K,01/08/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,199949,"96,179.86",AUGUST 2019 BLOCK
Department of Health,03K,01/08/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410134368,"70,338.00",AUGUST 2019 BLOCK
Department of Health,03K,01/08/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100202841,"58,232.49",SLA CONTRACT AUGUST 2019
