Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000033560,"-42,427.76",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BARNETBY MEDICAL CENTRE,KHU000033561,"79,062.45",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000033542,"-35,282.64",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE STREET SURGERY,KHU000033543,"64,758.97",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,PP100086340,"32,777.24",SLA FEB 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000033545,"-48,560.74",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,CENTRAL SURGERY BARTON HUMBER,KHU000033546,"92,494.46",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,56397589,"304,714.00",SLA FEB 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000033548,"-67,657.04",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000033549,"127,547.53",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Hcare Srv Rec NHS Trust-CQUIN,AMBULANCE SERVICES,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,11313371,"475,897.00",SLA FEB 2019
Department of Health,03K,28/02/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1383B169658,"46,527.31",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1395B169658,"44,161.32",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0019146,"33,971.25",Q1 CQUINS OCTOBER
Department of Health,03K,28/02/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,H0021225,"1,013,503.75",SLA FEB 19
Department of Health,03K,28/02/2019,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10138141,"66,993.60",SLA FEB 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000033550,"-48,004.20",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000033551,"98,918.13",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410112401,"63,327.00",SLA FEB 19
Department of Health,03K,28/02/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410114144,"56,643.69",SLA FEB 19
Department of Health,03K,28/02/2019,Clinical&Medical-Voluntary Sector,HOSPICES,LINDSEY LODGE HOSPICE,LLH1177,"125,000.00",AGREED NON-RECURRENT INCREASE IN FUNDING
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,838,"42,192.82",NCA JAN 19
Department of Health,03K,28/02/2019,LPF Management Fees,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310014390,"37,381.25",OAR FEBRUARY LOT 2A
Department of Health,03K,28/02/2019,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H152546,"26,075.39",RENT FEES JAN - MAR 19
Department of Health,03K,28/02/2019,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H152549,"30,724.79",RENT FEES JAN - MAR 19
Department of Health,03K,28/02/2019,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105508-07-FEB-2019,"546,083.33",BCF FEBRUARY 19
Department of Health,03K,28/02/2019,Services From Local Authorities,LEARNING DIFFICULTIES,NORTH LINCOLNSHIRE COUNCIL,A0038498A,"40,000.00",17/18 POOLED BUDGET
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400022318,"225,526.00",M05 AUGUST TO M07 OCTOBER CONTRACT AND TRADE VARIANCE
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400022325,"760,573.00",M01 TO M07 STANDARD CONTRACT 50% CQUIN
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400022518,"8,964,912.00",SLA M11
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810018630,"68,640.82",NAMED PATIENT CARE PACKAGE DEC 18
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810018655,"68,640.82",FEBRUARY NAMED PATIENT
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,9810019034,"61,998.16",FEBRUARY NAMED PATIENT
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000033564,"-63,837.00",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000033565,"110,794.01",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,CHILD AND ADOLESCENT MENTAL HEALTH,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,84182,"66,261.14",FIM APR 18 - SEPT 18
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,84802,"1,125,676.42",SLA FEB 2019
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,CHILD AND ADOLESCENT MENTAL HEALTH,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,84859,"26,498.06",CATCH UP INVOICE FOR FIM NOV-18 TO JAN-19
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Non Contract,CHILD AND ADOLESCENT MENTAL HEALTH,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,84872,"82,500.00",EATING DISORDERS FULL YEAR COSTS
Department of Health,03K,28/02/2019,Other Gen Supplies & Srv,PRIMARY CARE DEVELOPMENT,SAFECARE NETWORK LTD,INVPCQS01,"72,976.10",PRIMARY CARE QUALITY SCHEME MONIES 80%
Department of Health,03K,28/02/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,SAFECARE NETWORK LTD,PPEAFEB19,"69,999.00",EXTENDED ACCESS CONTRACT OCT 18 - MAR 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,PPINV0088,"26,666.67",S.A.F.E SERVICES JAN 19
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100198242,"38,021.17",BLOCK FEBRUARY 2019
Department of Health,03K,28/02/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000552835,"100,317.00",BLOCK FEBRUARY 2019
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000033563,"35,825.37",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000033553,"-95,185.16",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000033554,"181,027.40",GMS FEBRUARY 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,PP03KHULPF181911,"118,647.00",SLA FEB 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNFEB2019,"75,461.00",SLA FEB 19
Department of Health,03K,28/02/2019,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,THAMES AMBULANCE SERVICE LTD,PPNOINV8692,"133,411.83",SLA FEB 19
Department of Health,03K,28/02/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000033555,"-51,351.98",GMS FEBRUARY 19
